STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-26-2015,38,2014-15
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-03-2015,39,2014-15
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-10-2015,40,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-17-2015,41,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-24-2015,42,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-31-2015,43,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Nov-07-2015,44,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Nov-14-2015,45,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Nov-21-2015,46,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Nov-28-2015,47,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Dec-05-2015,48,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Dec-12-2015,49,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-19-2015,50,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-26-2015,51,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jan-02-2016,52,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jan-09-2016,1,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jan-16-2016,2,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Jan-23-2016,3,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Jan-30-2016,4,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Feb-06-2016,5,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Feb-13-2016,6,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Feb-20-2016,7,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Feb-27-2016,8,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 8,High,Mar-05-2016,9,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-12-2016,10,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Mar-19-2016,11,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Mar-26-2016,12,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Apr-02-2016,13,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Apr-09-2016,14,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Apr-16-2016,15,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Apr-23-2016,16,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Apr-30-2016,17,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-07-2016,18,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-14-2016,19,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-21-2016,20,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-28-2016,21,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-04-2016,22,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-11-2016,23,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-18-2016,24,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-25-2016,25,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-02-2016,26,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-09-2016,27,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-16-2016,28,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-23-2016,29,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-30-2016,30,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-06-2016,31,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-13-2016,32,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-20-2016,33,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-27-2016,34,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-03-2016,35,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-10-2016,36,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-17-2016,37,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-24-2016,38,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-01-2016,39,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-08-2016,40,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-15-2016,41,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-22-2016,42,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Oct-29-2016,43,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Nov-05-2016,44,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Nov-12-2016,45,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Nov-19-2016,46,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Nov-26-2016,47,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-03-2016,48,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-10-2016,49,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Dec-17-2016,50,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 8,High,Dec-24-2016,51,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-31-2016,52,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Jan-07-2017,1,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Jan-14-2017,2,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-21-2017,3,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-28-2017,4,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-04-2017,5,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-11-2017,6,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-18-2017,7,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-25-2017,8,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-04-2017,9,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-11-2017,10,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-18-2017,11,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-25-2017,12,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Apr-01-2017,13,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Apr-08-2017,14,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Apr-15-2017,15,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Apr-22-2017,16,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Apr-29-2017,17,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-06-2017,18,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-13-2017,19,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,May-20-2017,20,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-27-2017,21,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-03-2017,22,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-10-2017,23,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-17-2017,24,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-24-2017,25,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-01-2017,26,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-08-2017,27,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-15-2017,28,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-22-2017,29,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-29-2017,30,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-05-2017,31,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-12-2017,32,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-19-2017,33,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-26-2017,34,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-02-2017,35,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-09-2017,36,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-16-2017,37,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-23-2017,38,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-30-2017,39,2016-17
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-07-2017,40,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-14-2017,41,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-21-2017,42,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Oct-28-2017,43,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Nov-04-2017,44,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Nov-11-2017,45,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Nov-18-2017,46,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Nov-25-2017,47,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Dec-02-2017,48,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Dec-09-2017,49,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-16-2017,50,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-23-2017,51,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-30-2017,52,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-06-2018,1,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-13-2018,2,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-20-2018,3,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-27-2018,4,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-03-2018,5,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-10-2018,6,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-17-2018,7,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-24-2018,8,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Mar-03-2018,9,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Mar-10-2018,10,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Mar-17-2018,11,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Mar-24-2018,12,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Mar-31-2018,13,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Apr-07-2018,14,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Apr-14-2018,15,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Apr-21-2018,16,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Apr-28-2018,17,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-05-2018,18,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-12-2018,19,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-19-2018,20,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-26-2018,21,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-02-2018,22,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-09-2018,23,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-16-2018,24,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-23-2018,25,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-30-2018,26,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-07-2018,27,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-14-2018,28,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-21-2018,29,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-28-2018,30,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-04-2018,31,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-11-2018,32,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-18-2018,33,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Aug-25-2018,34,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-01-2018,35,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-08-2018,36,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-15-2018,37,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-22-2018,38,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Sep-29-2018,39,2017-18
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-06-2018,40,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-13-2018,41,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Oct-20-2018,42,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Oct-27-2018,43,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 4,Low,Nov-03-2018,44,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Nov-10-2018,45,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Nov-17-2018,46,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Nov-24-2018,47,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Dec-01-2018,48,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Dec-08-2018,49,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 8,High,Dec-15-2018,50,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Dec-22-2018,51,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-29-2018,52,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 9,High,Jan-05-2019,1,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 7,Moderate,Jan-12-2019,2,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-19-2019,3,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-26-2019,4,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-02-2019,5,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-09-2019,6,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-16-2019,7,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Feb-23-2019,8,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-02-2019,9,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-09-2019,10,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Mar-16-2019,11,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 8,High,Mar-23-2019,12,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Mar-30-2019,13,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Apr-06-2019,14,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Apr-13-2019,15,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Apr-20-2019,16,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 3,Minimal,Apr-27-2019,17,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,May-04-2019,18,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,May-11-2019,19,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-18-2019,20,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,May-25-2019,21,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-01-2019,22,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-08-2019,23,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-15-2019,24,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-22-2019,25,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jun-29-2019,26,2018-19
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 1,Minimal,Jul-06-2019,27,2018-19
